quantity,Price,SMC,Sales
1600,165,82.5,1
1600,165,82.5,1
10000,165,82.5,1
5250,154,77,1
1600,165,82.665,1
10000,165,83.16,1
200,160,83.2,1
14750,154,101.332,1
15000,255,64.26,1
15000,255,64.26,1
100,400,39.6,1
625,375,39.375,1
500,600,82.2,1
625,150,39.45,1
625,150,39.45,1
1850,325,90.675,1
1850,325,91,1
1000,325,98.15,1
1000,325,98.15,1
2000,325,98.15,1
625,128,39.424,1
625,128,39.424,1
5000,128,39.424,1
625,128,39.424,1
625,128,39.424,1
625,128,39.424,1
5000,128,39.424,1
625,120,39.48,1
625,120,39.48,1
5000,120,39.48,1
5000,120,39.48,1
5000,120,39.48,1
5000,120,39.48,1
4800,235,82.25,1
100,230,85.1,1
625,230,85.1,1
15840,210,82.11,1
1250,135,84.105,1
22500,128,84.096,1
5000,128,84.096,1
10000,120,84.12,1
5000,128,96.512,1
100,142,108.062,1
800,300,229.5,1
1250,135,108.135,1
1250,135,108.135,1
10000,128,105.344,1
10000,120,105.36,1
400,3100,89.9,1
7320,160,101.28,1
6540,160,101.28,1
70,160,105.76,1
70,160,105.76,1
375,160,108,1
4850,138,101.43,1
5049,138,101.982,1
10800,83,57.685,0
250,184,81.88,0
500,184,83.536,0
400,122,40.748,0
400,122,40.748,0
600,137.7,64.0305,0
600,137.7,64.0305,0
600,137.7,64.0305,0
600,137.7,64.0305,0
600,137.7,64.0305,0
600,127.5,68.34,0
600,127.5,68.34,0
600,127.5,68.34,0
550,412.78,99.0672,0
1000,412,98.88,0
550,412,98.88,0
1000,412,98.88,0
850,350,99.05,0
1050,294,99.078,0
1005,277,197.778,0
300,189,53.298,0
800,189,53.298,0
800,189,53.298,0
907,189,53.298,0
224,189,53.298,0
1200,189,54.81,0
1200,189,55.188,0
150,189,66.906,0
1200,189,66.906,0
500,189,68.418,0
1200,189,68.418,0
1200,189,68.418,0
100,189,69.552,0
200,189,69.552,0
1200,149,54.832,0
4400,149,54.832,0
4400,149,55.279,0
20000,138,66.93,0
20000,138,67.206,0
360,800,180,0
360,800,246.4,0
1000,298.1,112.3837,0
1000,298,112.346,0
5171,63,49.14,0
5171,63,49.14,0
839,63,49.203,0
12274,51,47.175,0
12274,51,47.175,0
12274,51,47.175,0
29967,46,46.322,0
250,285,100.32,0
250,285,128.82,0
2650,255,128.775,0
680,175,109.025,0
1000,160,110.24,0
1000,160,110.24,0
1000,159.4,109.986,0
1000,159.4,110.3048,0
1000,150,109.05,0
5000,145,109.04,0
250,711.76,142.352,0
1000,379.5,142.3125,0
50000,250,142.25,0
50000,250,142.25,0
50000,189,142.317,0
5000,904,74.128,0
5000,904,74.128,0
5000,904,86.784,0
5000,904,86.784,0
2400,904,94.016,0
5000,904,94.016,0
5000,904,94.016,0
5000,904,94.016,0
5200,708.5,73.684,0
3833,870,91.35,0
3833,870,91.35,0
3833,870,91.35,0
3833,870,91.35,0
5200,708.5,74.3925,0
5200,708.5,74.3925,0
5200,708.5,87.1455,0
5200,708.5,87.1455,0
5200,594.2,73.6808,0
5000,758,94.75,0
5000,758,94.75,0
5000,758,94.75,0
5000,758,94.75,0
5200,708.5,94.2305,0
5200,708.5,94.2305,0
5200,594.2,94.4778,0
5200,594.2,94.4778,0
5200,594.2,94.4778,0
51975,56,20.104,0
49000,56,21.112,0
99000,51,20.094,0
99000,51,21.114,0
7425,57,27.987,0
249975,40,20.08,0
4999,57,29.355,0
249000,40,21.12,0
499950,36,20.088,0
499000,36,21.096,0
999900,32.5,20.085,0
999000,32.5,21.0925,0
5000,239,141.01,0
5000,239,142.922,0
1000,282,182.454,0
2500,282,182.454,0
500,239,186.659,0
1000,239,186.659,0
1000,239,186.659,0
500,239,186.659,0
545,210,61.74,0
200,210,61.74,0
300,210,61.74,0
300,210,61.74,0
300,210,61.74,0
145,200,61.8,0
900,184.6,62.9486,0
200,339,96.276,0
200,339,96.276,0
200,339,96.276,0
200,339,96.276,0
200,339,96.276,0
200,339,97.971,0
200,339,97.971,0
400,319,96.338,0
400,319,96.338,0
420,319,96.338,0
420,319,96.338,0
420,319,96.338,0
1000,319,97.933,0
1000,319,97.933,0
2000,299,96.278,0
2000,299,96.278,0
2000,299,97.773,0
2000,299,97.773,0
1000,290,96.28,0
1000,290,96.28,0
420,319,126.005,0
420,319,126.005,0
420,319,126.005,0
420,319,126.005,0
420,319,126.005,0
1000,425,255.425,0
1000,425,255.425,0
400,425,255.425,0
400,425,255.425,0
500,461,289.508,0
60,425,286.025,0
60,425,286.025,0
500,425,289.425,0
60,425,289.425,0
5000,133,80.864,0
5000,133,80.864,0
5000,133,80.864,0
100000,133,92.834,0
5000,133,92.834,0
10000,118,88.028,0
10000,118,88.028,0
10000,118,88.028,0
3000,147,111.72,0
5000,133,111.72,0
5000,133,111.72,0
100000,100,88,0
100000,100,88,0
100000,100,88,0
100000,100,92.9,0
10000,118,111.746,0
10000,118,111.746,0
100000,100,111.8,0
1000,288,122.4,0
2162804,20.5,16.318,0
223300,20.5,16.318,0
129040,20.5,16.318,0
95391,20.5,16.318,0
74104,20.5,16.318,0
35120,20.5,16.318,0
10899,20.5,16.318,0
1092,20.5,16.318,0
100,260,90.48,0
50000,260,118.3,0
5000,140,82.04,0
50000,140,84.98,0
1000,129,82.044,0
5000,140,89.32,0
38698,140,89.46,0
5000,140,89.46,0
5000,140,89.46,0
5000,140,89.46,0
1000,145,93.09,0
10000,129,82.947,0
10000,140,90.44,0
44284,140,90.44,0
98000,140,91.98,0
5000,129,85.269,0
10000,129,85.269,0
5000,129,85.785,0
5000,129,85.785,0
30400,129,85.785,0
30400,129,85.785,0
5000,129,85.785,0
10000,129,85.785,0
125,129,86.301,0
125,129,86.301,0
125,129,86.301,0
5000,129,86.301,0
5000,129,86.301,0
5000,140,95.06,0
5000,140,95.06,0
10000,129,89.397,0
5000,129,89.397,0
10000,129,89.526,0
5400,129,93.138,0
5400,129,93.138,0
30000,129,93.138,0
7500,129,93.138,0
125,129,93.138,0
125,129,93.138,0
5000,129,93.138,0
5000,129,93.138,0
33896,129,93.138,0
5000,109.65,93.2025,0
5000,140,135.66,0
98000,140,135.66,0
233,1070,324.21,0
233,1070,324.21,0
160,1070,324.21,0
128,1000,348,0
128,1000,348,0
2500,760,348.84,0
90,113,50.85,0
90,113,50.85,0
90,113,50.85,0
200,113,50.85,0
630,113,50.85,0
630,113,50.85,0
6000,113,57.743,0
300,155,36.58,0
300,155,36.58,0
1700,100,36.6,0
1700,100,36.6,0
420,300,111.3,0
75,590,46.61,0
128,585,46.215,0
140,585,46.215,0
140,585,46.215,0
24560,500,46.5,0
1200,310,70.68,0
300,300,70.8,0
300,300,70.8,0
100,289,70.805,0
100,289,70.805,0
300,240,70.8,0
625,290,39.44,0
625,290,39.44,0
500,290,42.63,0
1250,200,39.4,0
1250,200,39.4,0
425,370,105.45,0
200,302,96.338,0
100,302,96.338,0
240,302,96.338,0
240,302,96.338,0
1250,290,96.57,0
1250,290,96.57,0
1875,290,96.57,0
1250,290,96.57,0
1000,290,96.57,0
1250,290,96.57,0
2500,290,96.57,0
625,275,96.525,0
500,302,106.304,0
625,290,105.27,0
2000,125,45.375,0
1250,265,96.46,0
500,290,106.43,0
500,290,106.43,0
2500,250,96.5,0
4375,240,96.48,0
2000,125,54,0
5000,96,42.816,0
5000,96,45.408,0
5000,96,45.408,0
150,450,111.15,0
150,450,111.15,0
150,415,105.825,0
2250,415,110.805,0
2250,415,110.805,0
150,415,110.805,0
4050,400,110.8,0
1300,544.7,90.9649,0
500,495,87.12,0
1000,499,90.818,0
1000,495,90.585,0
1000,495,90.585,0
1000,220,107.8,0
1000,220,107.8,0
15000,188,106.972,0
15000,188,107.724,0
15000,188,107.724,0
500,200,57.6,0
1000,190,57.95,0
500,200,63.2,0
156,200,63.2,0
500,200,80.4,0
1000,190,80.56,0
1040,242.5,108.64,0
1040,242.5,108.64,0
1040,242.5,119.0675,0
1500,128,52.992,0
3500,120,50.88,0
3500,120,54.48,0
800,298,53.64,0
800,298,53.64,0
3200,150,53.55,0
3200,150,53.55,0
2205,90,57.24,0
2205,85,57.205,0
648,57.5,57.2125,0
570,57.5,57.2125,0
9760,63,35.469,0
9760,63,35.469,0
10128,63,35.469,0
1000,52,35.516,0
9120,52,38.636,0
9120,52,38.636,0
800,42.5,35.785,0
850,140,70.14,0
850,140,70.14,0
850,140,75.46,0
5100,110,59.73,0
5100,110,70.18,0
5100,110,70.18,0
129200,35,27.86,0
516800,35,27.86,0
3808000,33,27.852,0
3146,35,29.68,0
10000,35,37.625,0
100,1732.7,140.3487,0
170,1732.7,140.3487,0
232,1630,140.18,0
232,1630,140.18,0
76,1630,140.18,0
170,1630,140.18,0
560,241,111.342,0
560,241,128.694,0
10000,169,101.231,0
10000,169,111.371,0
10000,169,128.609,0
500,118,53.218,0
800,195,84.24,0
100,195.6,84.8904,0
30000,88,44.616,0
30000,88,44.616,0
1250,66.5,44.6215,0
1250,66.5,56.392,0
250,983.3,181.9105,0
250,983.3,193.7101,0
250,983.3,193.7101,0
250,925,193.325,0
12500,437,69.046,0
200,434.7,69.552,0
250,434.7,70.8561,0
250,434.7,70.8561,0
12500,437,75.601,0
2000,437,75.601,0
10000,437,75.601,0
500,437,75.601,0
250,434.7,75.6378,0
250,434.7,75.6378,0
500,434.7,94.7646,0
500,434.7,94.7646,0
500,434.7,94.7646,0
500,434.7,94.7646,0
500,434.7,94.7646,0
250,434.7,94.7646,0
250,434.7,94.7646,0
12500,437,96.14,0
500,315,74.655,0
500,315,74.655,0
500,315,89.145,0
500,315,90.09,0
500,315,90.09,0
500,315,92.61,0
1000,230,69.23,0
12500,230,69.23,0
1000,230,69.46,0
1500,230,70.84,0
1500,230,70.84,0
12500,230,75.44,0
12500,230,75.44,0
2000,230,75.67,0
10000,230,75.67,0
1000,230,75.67,0
1000,230,75.67,0
6000,230,75.67,0
5000,270.2,94.57,0
5000,270.2,94.57,0
12500,185,69.19,0
10000,247.2,94.6776,0
10000,247.2,94.6776,0
5000,185,74.555,0
5000,185,74.555,0
5000,185,74.555,0
12500,185,75.48,0
5000,185,75.665,0
12500,185,75.85,0
10000,185,75.85,0
1500,230,94.76,0
1500,230,94.76,0
12500,230,95.91,0
5000,225,94.725,0
5000,225,94.725,0
2500,170,74.63,0
10000,155,74.555,0
10000,155,74.555,0
10000,155,74.555,0
5000,185,89.17,0
5000,185,89.91,0
5000,185,89.91,0
5000,185,92.5,0
8000,145,74.675,0
8000,180,94.68,0
8000,180,94.68,0
10000,155,89.125,0
10000,155,89.9,0
40000,155,89.9,0
40000,155,92.535,0
2216,433.6,121.408,0
100,419,119.415,0
2400,419,121.091,0
100,419,121.091,0
10000,59,37.111,0
5000,53,37.153,0
10000,59,49.56,0
1000,59,49.56,0
10000,59,49.56,0
5000,59,50.622,0
164,140,59.36,0
164,140,59.36,0
164,140,64.12,0
164,140,64.12,0
164,140,64.12,0
1148,110,64.02,0
1148,110,64.02,0
1148,110,64.02,0
200,450,71.55,0
200,450,71.55,0
25350,245,200.165,0
28606,245,219.03,0
15600,245,219.03,0
26520,245,219.03,0
15618,245,219.03,0
17623,245,219.03,0
28665,230,208.61,0
25622,230,214.82,0
25622,230,269.33,0
19110,230,279.68,0
270,283,183.667,0
225,245,183.26,0
235,245,183.26,0
360,200,173.8,0
5000,200,183.2,0
10000,53.3,5.8097,0
10000,53.3,5.8097,0
11200,52.3,44.4027,0
1400,63.9,57.51,0
10000,45.3,40.8153,0
120,451,158.301,0
111,212,158.576,0
1000,212,158.576,0
5000,171,42.579,0
5000,85,33.83,0
5000,85,33.83,0
7115,44,32.164,0
600,110,53.24,0
600,110,55.77,0
500,110,59.18,0
250,220,89.76,0
500,200,89.8,0
100,673,57.205,0
200,606,56.964,0
250,606,56.964,0
5000,280,123.2,0
5000,280,134.96,0
2000,280,136.64,0
5040,280,136.64,0
5000,145,120.06,0
2000,146,135.05,0
1000,146,135.05,0
1000,146,135.05,0
1050,145,134.995,0
120,580,203.58,0
400,535,188.32,0
800,470,188.47,0
6727,350,147,0
1000,415,188.41,0
2000,400,188.4,0
1200,407,203.5,0
5000,370,203.5,0
500,222,134.976,0
500,222,144.966,0
792,222,176.934,0
264,222,176.934,0
264,222,193.806,0
264,222,193.806,0
264,222,193.806,0
45828,75,30.525,0
7320,72.8,30.0664,0
40740,70,30.03,0
55046,70,30.03,0
50000,70,30.03,0
55046,70,30.03,0
55046,70,30.03,0
7320,72.8,32.9056,0
3869,72.8,32.9056,0
55046,65,30.03,0
55046,65,30.03,0
55046,65,30.03,0
5000,77.3,36.0218,0
45828,70,32.9,0
40740,70,32.9,0
45828,70,32.9,0
45500,70,32.9,0
6500,70,32.9,0
45828,75,36.075,0
45828,75,42.675,0
500,147,69.237,0
500,147,69.237,0
200,147,69.237,0
200,147,69.237,0
500,147,72.912,0
1000,147,72.912,0
200,147,72.912,0
800,147,75.705,0
600,147,75.705,0
732,147,75.705,0
600,290,79.75,0
600,290,79.75,0
600,290,79.75,0
600,290,79.75,0
600,290,79.75,0
110,260,130,0
1200,260,138.84,0
110,260,138.84,0
330,240,129.84,0
9900,210,113.61,0
110,260,144.04,0
110,260,144.04,0
110,260,144.04,0
1210,260,144.04,0
1200,245,138.67,0
330,245,138.67,0
330,240,144,0
1200,210,138.81,0
5280,210,138.81,0
9900,210,143.85,0
5280,210,143.85,0
399,400,44,0
400,250,44.25,0
400,250,44.25,0
100,250,44.25,0
400,250,44.5,0
400,250,44.5,0
115,575,304.75,0
115,575,304.75,0
259,575,304.75,0
259,575,304.75,0
155,575,313.375,0
756,575,315.1,0
1080,575,315.1,0
756,575,315.1,0
1080,575,315.1,0
1430,656.25,65.625,0
2860,142,65.604,0
2860,142,65.604,0
5720,142,65.604,0
1430,142,65.604,0
1000,142,65.604,0
1000,142,83.638,0
1430,142,83.638,0
1430,142,83.638,0
1430,142,83.638,0
1430,142,83.638,0
1430,142,83.638,0
1430,142,83.638,0
5000,142,83.638,0
1000,142,83.638,0
5000,142,83.638,0
1430,142,83.638,0
1430,142,86.904,0
1430,142,87.756,0
3141,142,87.756,0
3141,142,87.756,0
11100,142,87.756,0
3141,142,87.756,0
3141,142,87.756,0
3141,142,87.756,0
3141,142,87.756,0
100000,142,87.756,0
100000,142,87.756,0
120,490,70.07,0
200,360,70.2,0
200,360,70.2,0
800,299,70.265,0
5600,190,70.3,0
250000,190,70.3,0
800,340.2,56.4732,0
200,300,57.6,0
1000000,270,202.5,0
400,250,202.5,0
1200,85,32.98,0
1200,85,36.125,0
1200,85,36.125,0
200,330,92.07,0
200,330,92.07,0
125,198,49.5,0
70,198,54.252,0
100,198,54.252,0
100,140,54.18,0
198,140,54.18,0
200,120,54.24,0
3200,119,54.264,0
600,135,61.695,0
800,135,61.695,0
2600,135,61.695,0
2600,135,61.695,0
400,135,61.695,0
600,135,61.695,0
800,135,85.86,0
200,135,85.86,0
1000,135,85.86,0
400,135,85.86,0
800,135,85.86,0
800,135,85.86,0
500,390,118.17,0
500,377,115.362,0
1300,154.1,54.3973,0
2600,154.1,66.1089,0
10000,145,74.095,0
1300,145,75.545,0
32000,379,166.002,0
10000,379,166.002,0
31000,379,166.002,0
250,375,166.125,0
5000,375,166.125,0
5000,375,166.125,0
32000,375,166.125,0
10000,375,166.125,0
10000,375,166.125,0
5000,375,166.125,0
250,375,166.125,0
30400,375,166.125,0
30400,375,166.125,0
31000,375,166.125,0
5000,375,166.125,0
5000,375,166.125,0
250,375,174.375,0
5000,395,186.045,0
2500,395,186.045,0
5000,395,186.045,0
10000,385,185.955,0
10000,385,185.955,0
7500,379,183.057,0
200000,375,181.875,0
250,375,181.875,0
5000,375,181.875,0
5000,375,181.875,0
33616,375,181.875,0
5400,375,183,0
5400,375,183,0
1000,375,183,0
1000,375,183,0
30000,375,183,0
10000,375,183.375,0
10000,375,183.375,0
10000,375,183.375,0
10000,379,185.71,0
20000,375,183.75,0
10000,379,186.089,0
90744,375,186,0
10000,375,186,0
44284,395,208.165,0
100,475,260.3,0
50000,395,244.9,0
5000,289,182.07,0
31000,289,182.07,0
31000,289,182.07,0
5000,395,250.825,0
400,395,250.825,0
98000,395,250.825,0
50000,395,251.22,0
10000,395,260.305,0
5000,245.65,182.02665,0
98000,395,307.31,0
5000,395,307.31,0
98000,395,307.31,0
400,155,62.155,0
10000,128,62.08,0
5000,155,78.585,0
10000,128,78.592,0
100000,98.4,62.1888,0
500000,93.6,62.1504,0
850,110,33.44,0
850,110,33.44,0
140,370,145.41,0
140,370,145.41,0
1500,300,153.9,0
500,290,166.46,0
1000,252,153.72,0
1430,181,62.083,0
500,181,66.608,0
100,181,66.789,0
100,181,66.789,0
1430,181,67.151,0
400,171,66.861,0
400,171,66.861,0
100,181,76.744,0
1000,215,150.07,0
50000,215,172.43,0
2000,379,75.042,0
2500,360,78.84,0
400,159.5,74.1675,0
100,154,64.218,0
6000,154,64.218,0
90,154,69.3,0
200,154,69.3,0
392,455,171.99,0
245,500,177,0
318,175,53.025,0
120000,107,53.5,0
120000,90,53.55,0
12000,79,53.641,0
150,500,197.5,0
150,500,197.5,0
150,500,197.5,0
1000,495,207.405,0
350,495,207.405,0
1000,495,207.405,0
200,495,207.405,0
1000,495,207.405,0
1000,495,207.405,0
713,526.2,225.7398,0
1000,455,207.025,0
350,495,228.195,0
350,495,228.195,0
350,495,228.195,0
713,435,225.765,0
80,3000,144,0
80,3000,147,0
65,2654,145.97,0
7500,1500,124.5,0
7500,1500,124.5,0
1000,1314.87,126.22752,0
7500,1500,147,0
1000,1000,131,0
1050,1000,131,0
1050,1000,143,0
500,172.5,46.7475,0
500,172.5,46.7475,0
750,230,54.05,0
750,230,54.05,0
330,200,48.6,0
100,200,60,0
350,200,60.4,0
40000,75,47.475,0
40000,75,48.6,0
40000,75,60.375,0
294,290,120.64,0
294,290,129.92,0
250,339,204.417,0
300,109.2,38.22,0
19000,195,147.225,0
10000,205,161.335,0
16211,195,161.265,0
17564,195,161.265,0
15900,195,161.265,0
11854,195,161.265,0
11617,195,161.265,0
16300,167,152.638,0
10180,167,197.394,0
10180,167,197.394,0
3000,167,203.239,0
1000,170,81.43,0
1000,170,81.77,0
242,341,82.522,0
242,341,82.522,0
242,341,85.591,0
100,265.75,48.10075,0
100,250,48.25,0
800,175,48.3,0
3200,100,48.2,0
18720,260,146.12,0
22110,260,171.08,0
200,240,62.16,0
200,240,68.16,0
100,230,68.08,0
500,340,62.56,0
100,340,62.56,0
500,340,63.92,0
600,340,63.92,0
500,340,64.26,0
100,400,81.2,0
500,380,81.32,0
500,380,82.46,0
600,380,82.46,0
500,380,83.22,0
650,250,62.5,0
650,250,64,0
1000,250,64,0
650,250,64.25,0
650,250,81.25,0
650,250,82.5,0
1000,250,82.5,0
650,250,83.25,0
100,183,51.24,0
100,183,54.351,0
100,183,54.351,0
300,170,51.17,0
300,170,54.4,0
300,170,54.4,0
100,183,62.22,0
100,183,62.22,0
100,183,62.22,0
100,183,62.22,0
100,183,62.403,0
300,170,62.22,0
300,170,62.22,0
300,170,62.22,0
300,170,62.22,0
750,170,62.22,0
300,170,62.22,0
500,170,62.22,0
300,170,62.39,0
1440,170,62.39,0
10000,168,62.16,0
10000,168,62.16,0
10000,168,62.16,0
10000,168,62.16,0
1200,135,51.165,0
10000,135,62.1,0
10000,135,62.1,0
189670,66,56.958,0
164250,72.2,63.2472,0
199,325,76.375,0
500,218,69.76,0
200,218,69.76,0
200,218,76.3,0
200,218,76.3,0
200,218,76.3,0
270,218,76.3,0
200,218,76.3,0
200,218,76.3,0
2500,196,69.776,0
800,196,69.776,0
800,196,76.244,0
200,218,97.01,0
8000,157,76.302,0
800,196,97.02,0
6000,32,15.744,0
245,556,204.608,0
245,556,204.608,0
5000,310,131.13,0
5000,310,131.13,0
40000,250,145.5,0
100,365,57.305,0
850,290,57.42,0
200,365,86.87,0
250,335,86.765,0
100,365,98.55,0
250,285,83.22,0
250,285,94.905,0
850,290,98.6,0
999,669,147.849,0
1008,669,185.982,0
2016,305,137.25,0
1134,305,137.86,0
1386,305,137.86,0
20160,305,139.385,0
5040,305,144.875,0
504,305,144.875,0
2016,305,146.4,0
1806,305,146.4,0
1302,305,146.4,0
1008,305,146.4,0
504,305,146.4,0
168,305,146.4,0
20000,305,148.23,0
3000,305,183.61,0
3000,305,183.61,0
2016,305,184.83,0
500,380,89.68,0
500,380,89.68,0
60,475,190,0
60,475,190,0
60,475,190,0
60,475,220.4,0
1200,400,189.6,0
1440,400,189.6,0
100,360,189.72,0
100,385,220.605,0
100,385,220.605,0
100,385,220.605,0
100,385,220.605,0
100,385,220.605,0
480,385,220.605,0
960,360,220.68,0
960,360,220.68,0
960,360,220.68,0
960,360,220.68,0
960,360,220.68,0
250,220,86.02,0
250,220,86.02,0
2000,150,77.1,0
2000,150,77.1,0
1000,150,85.95,0
1000,150,85.95,0
1000,300,180,0
500,300,180,0
300,266,85.386,0
300,250,85.25,0
10800,195,70.98,0
10800,195,70.98,0
10800,195,70.98,0
200000,119,52.003,0
500,150,72,0
1600,150,72,0
1600,150,72,0
400,150,72,0
800,150,72,0
3200,150,72,0
3200,130,71.89,0
200000,119,71.043,0
200000,119,71.043,0
200000,119,71.043,0
200000,119,71.043,0
600000,98,71.05,0
600000,98,71.05,0
600000,98,71.05,0
5000,150,30,0
5000,30,30,0
7265,285,238.83,0
7593,255,227.97,0
7215,255,233.07,0
7265,255,238.935,0
2925,285,290.985,0
7593,255,260.865,0
7012,255,283.305,0
7515,255,289.17,0
5153,230,280.14,0
7605,230,290.95,0
5153,230,292.1,0
6630,230,292.1,0
340,215,36.12,0
56,650,137.15,0
336,610,137.25,0
336,610,137.25,0
336,610,137.25,0
56,650,148.2,0
336,610,150.06,0
100,175,81.55,0
100,175,81.55,0
36000,26.4,13.8072,0
12000,27.4,14.4124,0
4000,144,81.504,0
4000,144,81.504,0
60000,27.3,15.7521,0
54000,24,13.848,0
240,300,40.8,0
500,300,41.7,0
800,200,41.8,0
500,200,41.8,0
3200,175,40.775,0
3200,175,40.775,0
250,175,41.825,0
250,175,41.825,0
336,425,148.75,0
336,425,148.75,0
160,325,121.55,0
160,325,121.55,0
2160,294,121.422,0
2160,294,121.422,0
150,294,121.422,0
150,294,126.714,0
4080,225,121.5,0
1000,284,65.888,0
4415,284,65.888,0
1000,284,71,0
13442,284,71,0
15454,284,71,0
5274,284,71,0
250,284,71,0
15454,284,71,0
1000,284,72.136,0
4028,284,77.532,0
1000,284,82.36,0
3000,300,88.2,0
2840,284,89.744,0
500,284,90.028,0
2840,284,90.028,0
500,284,90.028,0
5777,284,90.312,0
5777,284,90.312,0
5069,284,90.312,0
2160,284,90.312,0
4415,284,90.312,0
2000,284,90.312,0
10990,260,130.26,0
22360,260,143.78,0
9800,260,143.78,0
270,260,143.78,0
110,125,42.875,0
1129,125,52.875,0
1139,125,52.875,0
1129,125,52.875,0
1129,125,52.875,0
550,125,52.875,0
550,125,52.875,0
550,125,52.875,0
110,125,53.5,0
110,125,53.625,0
1129,110,52.91,0
210,555,210.345,0
126,550,210.1,0
126,550,234.3,0
3000,450,210.15,0
3150,450,210.15,0
3000,450,234.45,0
3000,450,234.45,0
3000,450,234.45,0
27000,450,234.45,0
27000,290,185.02,0
27000,290,210.25,0
21000,290,210.25,0
27000,290,234.32,0
27000,290,234.32,0
27000,290,234.32,0
200,329,97.055,0
200,329,97.055,0
420,329,97.055,0
420,329,97.055,0
420,329,97.055,0
1680,329,97.055,0
420,329,97.055,0
1000,309,97.026,0
1000,309,97.026,0
2000,298,96.85,0
2000,298,96.85,0
10000,51,32.589,0
100,61,40.26,0
100,61,44.103,0
1000,51,40.29,0
10000,51,42.942,0
10000,51,42.942,0
1000,51,44.115,0
1000,51,44.166,0
1000,51,44.166,0
500,625,75.625,0
1000,625,86.875,0
131,625,86.875,0
300,625,86.875,0
500,625,86.875,0
75,500,75.5,0
600,450,86.4,0
500,270,107.46,0
500,268,107.2,0
6000,245,107.31,0
20000,230,107.41,0
40000,225,107.325,0
60000,220,107.36,0
100000,158,107.282,0
35040,68,53.72,0
92040,61,53.741,0
60,319,80.069,0
188,319,109.417,0
200,174,86.652,0
5000,168,86.688,0
1000,174,108.576,0
600,174,109.446,0
200,174,109.446,0
5672,174,109.446,0
460,174,110.142,0
721,174,110.142,0
10000,168,109.536,0
5000,168,109.536,0
5000,168,109.536,0
5000,168,109.536,0
5000,168,110.208,0
800,165,51.48,0
800,165,56.43,0
1000,210,94.71,0
1000,210,94.71,0
1000,210,103.53,0
1000,210,112.14,0
625,210,112.14,0
1000,210,120.12,0
5000,149,94.615,0
20000,149,94.764,0
20000,149,94.764,0
5000,149,94.764,0
20000,149,99.979,0
20000,149,103.406,0
1000,180,49.14,0
100,175,48.825,0
500,175,48.825,0
200,650,207.35,0
200,138.2,208.4056,0
200,138.2,208.4056,0
200,315,63,0
156,315,63.315,0
156,265,80.295,0
1273,1500,207,0
1273,1500,207,0
322,1500,207,0
280,1500,207,0
1000,1020,207.06,0
1600,250,70.75,0
125,500,93.5,0
125,500,93.5,0
350,214,61.418,0
2000,156,61.464,0
600,208,90.272,0
10000,123,61.5,0
600,208,117.104,0
1000,295,86.73,0
1000,265,144.425,0
100,300,70.5,0
200,235,70.5,0
100,230,69.69,0
100,230,70.38,0
200,220,69.74,0
200,220,70.4,0
600,220,76.34,0
400,200,69.8,0
400,200,70.4,0
400,200,70.4,0
800,175,69.825,0
800,175,70.525,0
800,175,70.525,0
600,235,96.115,0
1000,235,96.115,0
3000,235,96.115,0
7350,154.2,51.5028,0
7350,154.2,51.5028,0
7350,149,51.554,0
7350,149,51.554,0
3125,242,86.152,0
3125,242,86.152,0
200,242,86.152,0
3365,233,85.977,0
3365,233,85.977,0
3365,233,85.977,0
500,233,85.977,0
2500,233,85.977,0
3365,233,85.977,0
500,233,85.977,0
2500,233,85.977,0
500,233,85.977,0
2500,233,85.977,0
3125,202.9,86.0296,0
3125,202.9,86.0296,0
4500,202.9,86.0296,0
960,202,48.884,0
150,202,48.884,0
250,202,48.884,0
960,202,48.884,0
960,202,48.884,0
700,185,72.15,0
700,185,72.15,0
700,185,73.63,0
700,185,73.63,0
60000,99,42.57,0
1000,129,55.728,0
30000,89,38.893,0
40000,89,42.631,0
20000,89,42.631,0
1300,400,54.4,0
1600,154.2,56.4372,0
1600,154.2,56.4372,0
400,265,69.695,0
500,236,69.62,0
500,236,69.62,0
500,236,69.62,0
500,236,69.62,0
2000,211,69.63,0
2000,211,69.63,0
2000,211,69.63,0
6000,211,69.63,0
2000,211,69.63,0
5184,90,54.09,0
5000,90,76.23,0
1200,95,16.72,0
1200,95,45.315,0
1200,95,47.025,0
200,350,89.6,0
200,275,88,0
400,275,88.275,0
500,275,89.1,0
500,275,89.1,0
500,275,89.1,0
200,275,89.1,0
500,275,89.1,0
500,275,89.375,0
200,275,89.375,0
500,240,82.56,0
1029,570,183.54,0
1029,570,194.37,0
1029,530,183.38,0
1029,530,183.38,0
1000,570,169.29,0
100,570,194.94,0
100,570,194.94,0
103,617,74.04,0
103,617,91.933,0
103,617,92.55,0
650,500,91.5,0
650,500,91.5,0
9430,93,55.707,0
400,158,63.042,0
12800,105,58.17,0
800,138,70.932,0
1000,145,76.27,0
450,145,77.43,0
5000,110,60.5,0
5000,110,61.27,0
70,1100,149.6,0
560,500,150,0
100000,55,39.38,0
30000,55,41.855,0
2000,218,51.012,0
1100,235,61.1,0
250,217.6,89.216,0
100,600,0,0
250,575,0,0
500,550,0,0
100,600,267.6,0
250,575,267.95,0
500,550,267.85,0
40000,290,184.44,0
21816,289,184.382,0
43290,290,186.18,0
3144,289,202.011,0
3144,289,202.011,0
30428,289,202.011,0
32399,290,206.19,0
32435,273,209.664,0
